Blend, Thickness (um),Temperature,RH,Blend WVTR,Blend Cobb,Blend Tensile Strength,Blend Elongation at Break,Blend Disintegration,Neat1 WVTR,Neat1 Cobb,Neat1 Tensile Strength,Neat1 Elongation at Break,Neat1 Disintegration,Neat2 WVTR,Neat2 Cobb,Neat2 Tensile Strength,Neat2 Elongation at Break,Neat2 Disintegration,Neat3 WVTR,Neat3 Cobb,Neat3 Tensile Strength,Neat3 Elongation at Break,Neat3 Disintegration,Neat4 WVTR,Neat4 Cobb,Neat4 Tensile Strength,Neat4 Elongation at Break,Neat4 Disintegration
"""PCL, Capa™ 6500, 0.5, PBAT, Ecoworld, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,107.770986328125,1.0834275,38.524865456509886,622.2864818802623,92.06171027348546,65.8703515625,2.234554,41.268454645747234,647.2400107188969,91.49964680529364,243.67208984375,1.2657075,29.751534241593752,714.5587069214899,92.62377374167728,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,156.350419921875,0.9302021,44.450018204594926,374.0831035711469,94.96822341515606,89.49162109375,0.68453914,44.52833500499688,382.5392152546399,94.60025407439502,436.4766796875,2.8213167,32.92754801868879,347.1846412389688,95.3361927559171,,,,,,,,,,
"""PBS, PBS TH803S, 0.2, PHA, PHACT A1000P, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,219.13751953125,1.5876354,44.26901976075741,412.3731645558056,95.18900501961268,89.49162109375,0.68453914,44.52833500499684,382.53921525463954,94.60025407439502,436.4766796875,2.8213167,32.9275480186888,347.1846412389682,95.3361927559171,,,,,,,,,,
"""PBS, PBS TH803S, 0.8, PHA, PHACT A1000P, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,98.166943359375,0.79932237,45.588652301765244,439.7254733931621,94.74744181069944,89.49162109375,0.68453914,44.52833500499682,382.53921525463954,94.60025407439502,436.4766796875,2.8213167,32.92754801868883,347.1846412389676,95.3361927559171,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,350.4712646484375,0.9302021,37.54488668001321,223.14871489593017,95.44190534742621,200.6022216796875,0.68453914,37.33618437204646,312.75664896595276,95.13794057803608,978.39541015625,2.8213167,28.436921008503408,355.11617081242554,95.74587011681635,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,109.61611328125,0.9302021,47.13359256982647,424.3821083071691,88.47383232117772,54.865556640625,0.68453914,46.8458885683177,653.0324031688093,88.01343495935846,292.3823828125,2.8213167,36.68260388961701,351.0713495535409,88.93422968299699,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PHA, PHACT A1000P, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,179.33306640625,0.9302021,44.45001820459497,374.08310357114794,94.96822341515606,118.828798828125,0.68453914,44.52833500499682,382.53921525463954,94.60025407439502,555.291328125,2.8213167,32.92754801868883,347.1846412389682,95.3361927559171,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,162.1119140625,0.9302021,44.45001820459491,374.08310357114726,94.96822341515606,83.02037109375,0.68453914,44.52833500499688,382.53921525463954,94.60025407439502,266.9747265625,2.8213167,32.9275480186888,347.1846412389679,95.3361927559171,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PHB, ENMAT™ Y1000P, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,63.8016748046875,2.5405746,39.645608017005976,3.3572987918648383,72.72832492262677,67.0554736328125,10.224116,55.70904217084604,6.780982761843886,2.332749603409517,73.9965576171875,1.8902715,31.570775397882787,2.2433203135381397,93.42055964964035,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.2, PHB, ENMAT™ Y1000P, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,65.6189892578125,2.2058132,37.36031103053555,3.0255808865275715,91.12221839812568,67.0554736328125,10.224116,55.70904217084609,6.780982761843883,2.332749603409517,73.9965576171875,1.8902715,31.570775397882787,2.24332031353814,93.42055964964035,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.8, PHB, ENMAT™ Y1000P, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,57.918193359375,5.082624,44.849739291929765,5.42666399286352,36.31962722763974,67.0554736328125,10.224116,55.70904217084604,6.780982761843884,2.332749603409517,73.9965576171875,1.8902715,31.570775397882787,2.24332031353814,93.42055964964035,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PHB, ENMAT™ Y1000P, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,143.01654052734375,2.5405746,31.957758708359226,2.9079778839166757,73.92344430838695,203.00615234375,10.224116,52.71939173447424,6.488773216584416,2.334058263813693,165.86885986328124,1.8902715,28.349797142891468,2.068453721319693,95.60935505523368,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PHB, ENMAT™ Y1000P, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,35.7103125,2.5405746,43.27825631810235,4.37754212485923,69.45352013180762,35.43606201171875,10.224116,58.66126133477048,7.65662983163278,2.331836319831202,43.3454736328125,1.8902715,32.7006636626576,2.52578165109162,87.1480291066118,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PHB, ENMAT™ Y1000P, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,63.9995458984375,2.5405746,39.64560801700594,3.3572987918648374,72.72832492262677,94.98166015625,10.224116,55.70904217084604,6.780982761843886,2.332749603409517,76.463134765625,1.8902715,31.57077539788276,2.2433203135381397,93.42055964964035,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PHB, ENMAT™ Y1000P, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,73.2659912109375,2.5405746,39.64560801700594,3.3572987918648383,72.72832492262677,55.9266357421875,10.224116,55.70904217084604,6.780982761843886,2.332749603409517,61.3642578125,1.8902715,31.57077539788283,2.2433203135381397,93.42055964964035,,,,,,,,,,
"""PHA, PHACT A1000P, 0.5, PBS, PBS TH803S, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,156.350419921875,0.82268316,44.710557800598124,411.6744560309345,94.96822341515606,436.4766796875,2.8213167,32.92754801868883,347.1846412389682,95.3361927559171,89.49162109375,0.68453914,44.52833500499684,382.5392152546399,94.60025407439502,,,,,,,,,,
"""PHA, PHACT A1000P, 0.2, PBS, PBS TH803S, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,94.743369140625,0.61610776,42.72230422740657,387.5740675492459,94.74744181069944,436.4766796875,2.8213167,32.92754801868883,347.1846412389679,95.3361927559171,89.49162109375,0.68453914,44.52833500499682,382.53921525463954,94.60025407439502,,,,,,,,,,
"""PHA, PHACT A1000P, 0.8, PBS, PBS TH803S, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,288.173125,1.75812,46.29818998574481,494.9403505623417,95.18900501961268,436.4766796875,2.8213167,32.92754801868883,347.1846412389679,95.3361927559171,89.49162109375,0.68453914,44.52833500499684,382.5392152546402,94.60025407439502,,,,,,,,,,
"""PHA, PHACT A1000P, 0.5, PBS, PBS TH803S, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,350.4712646484375,0.82268316,37.34737328111503,237.83033446363493,95.44190534742621,978.39541015625,2.8213167,28.43692100850342,355.11617081242554,95.74587011681635,200.6022216796875,0.68453914,37.336184372046446,312.7566489659519,95.13794057803608,,,,,,,,,,
"""PHA, PHACT A1000P, 0.5, PBS, PBS TH803S, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,109.61611328125,0.82268316,47.08449120118999,465.65302531303354,88.47383232117772,292.3823828125,2.8213167,36.68260388961703,351.07134955353996,88.93422968299699,54.865556640625,0.68453914,46.84588856831774,653.0324031688093,88.01343495935846,,,,,,,,,,
"""PHA, PHACT A1000P, 0.5, PBS, PBS TH803S, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,187.4684765625,0.82268316,44.7105578005982,411.67445603093375,94.96822341515606,555.291328125,2.8213167,32.9275480186888,347.1846412389679,95.3361927559171,118.828798828125,0.68453914,44.528335004996805,382.5392152546402,94.60025407439502,,,,,,,,,,
"""PHA, PHACT A1000P, 0.5, PBS, PBS TH803S, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,162.1119140625,0.82268316,44.710557800598124,411.6744560309341,94.96822341515606,266.9747265625,2.8213167,32.9275480186888,347.1846412389676,95.3361927559171,83.02037109375,0.68453914,44.52833500499682,382.5392152546399,94.60025407439502,,,,,,,,,,
"""PBAT, Ecoworld, 0.5, PGA, Kuredux® PGA, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,19.976107177734374,1.0557226,45.80170494514542,227.29888579233472,76.01975713172953,360.2133203125,1.2657075,29.751534241593742,714.5587069214894,92.62377374167728,17.912342529296875,1.8727345,234.1029995112298,45.77099161086162,38.3122891787033,,,,,,,,,,
"""PBAT, Ecoworld, 0.2, PGA, Kuredux® PGA, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,13.1105126953125,1.0253295,72.36604554286205,64.92234147123571,62.464236436778904,360.2133203125,1.2657075,29.751534241593752,714.5587069214894,92.62377374167728,17.912342529296875,1.8727345,234.1029995112298,45.77099161086162,38.3122891787033,,,,,,,,,,
"""PBAT, Ecoworld, 0.8, PGA, Kuredux® PGA, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,32.1688427734375,1.1503006,31.367389655508205,386.85503086013034,86.87696354888797,360.2133203125,1.2657075,29.751534241593728,714.5587069214899,92.62377374167728,17.912342529296875,1.8727345,234.1029995112302,45.77099161086156,38.3122891787033,,,,,,,,,,
"""PBAT, Ecoworld, 0.5, PGA, Kuredux® PGA, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,44.7779296875,1.0557226,38.87734415659864,187.95183792888963,79.7348272933097,807.4453125,1.2657075,24.37130564003533,626.0499966968941,95.02920281819368,40.15186767578125,1.8727345,202.06851464535671,38.08733222471105,44.653893751302405,,,,,,,,,,
"""PBAT, Ecoworld, 0.5, PGA, Kuredux® PGA, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,12.2469775390625,1.0557226,49.24098654778504,253.90099224135633,71.00024587567546,244.85044921875,1.2657075,30.715879685448577,866.6125900371826,86.10585693724907,9.24505859375,1.8727345,248.1478669925458,50.77808158757343,33.78404378242466,,,,,,,,,,
"""PBAT, Ecoworld, 0.5, PGA, Kuredux® PGA, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,23.55364990234375,1.0557226,45.80170494514535,227.29888579233472,76.01975713172953,444.2864453125,1.2657075,29.751534241593752,714.5587069214899,92.62377374167728,19.94500244140625,1.8727345,234.1029995112302,45.77099161086164,38.3122891787033,,,,,,,,,,
"""PBAT, Ecoworld, 0.5, PGA, Kuredux® PGA, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,14.650836181640624,1.0557226,45.80170494514535,227.29888579233574,76.01975713172953,243.67208984375,1.2657075,29.751534241593742,714.5587069214894,92.62377374167728,8.249415283203126,1.8727345,234.10299951123062,45.7709916108616,38.3122891787033,,,,,,,,,,
"""PCL, Capa™ 6500, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,88.7233203125,1.3837905,44.32351601538572,469.5306112106362,93.41791978060536,81.6016357421875,2.234554,41.26845464574721,647.2400107188969,91.49964680529364,436.4766796875,2.8213167,32.92754801868879,347.1846412389688,95.3361927559171,,,,,,,,,,
"""PCL, Capa™ 6500, 0.2, PHA, PHACT A1000P, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,139.80759765625,2.3447855,45.366468988281035,382.1045591867727,94.5688835657924,81.6016357421875,2.234554,41.26845464574721,647.2400107188975,91.49964680529364,436.4766796875,2.8213167,32.92754801868879,347.1846412389676,95.3361927559171,,,,,,,,,,
"""PCL, Capa™ 6500, 0.8, PHA, PHACT A1000P, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,75.03986328125,1.2654335,43.75764739441423,472.5598458864599,92.26695599541833,81.6016357421875,2.234554,41.268454645747234,647.2400107188952,91.49964680529364,436.4766796875,2.8213167,32.927548018688846,347.1846412389679,95.3361927559171,,,,,,,,,,
"""PCL, Capa™ 6500, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,198.880029296875,1.3837905,36.84959656935542,279.5383994820924,95.66442130948616,182.91622314453124,2.234554,35.586776704924354,652.3849207539425,95.58297250215595,978.39541015625,2.8213167,28.43692100850342,355.11617081242616,95.74587011681635,,,,,,,,,,
"""PCL, Capa™ 6500, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,62.2032568359375,1.3837905,47.652893935466864,517.5807085084396,87.09130349479872,44.734287109375,2.234554,47.26370111444854,743.610625904338,85.24837730660046,292.3823828125,2.8213167,36.68260388961703,351.07134955353933,88.93422968299699,,,,,,,,,,
"""PCL, Capa™ 6500, 0.5, PHA, PHACT A1000P, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,111.418955078125,1.3837905,44.32351601538572,469.5306112106362,93.41791978060536,98.90140625,2.234554,41.268454645747234,647.2400107188975,91.49964680529364,555.291328125,2.8213167,32.92754801868883,347.1846412389682,95.3361927559171,,,,,,,,,,
"""PCL, Capa™ 6500, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,108.301494140625,1.3837905,44.32351601538562,469.53061121063496,93.41791978060536,65.8703515625,2.234554,41.26845464574721,647.2400107188969,91.49964680529364,266.9747265625,2.8213167,32.92754801868883,347.1846412389676,95.3361927559171,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.5, PBAT, Ecoworld, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,95.50330078125,1.9763892,11.880769296434789,5.1345299298743745,93.02216669565883,73.9965576171875,1.8902715,31.570775397882773,2.24332031353814,93.42055964964035,360.2133203125,1.2657075,29.751534241593752,714.5587069214899,92.62377374167728,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.2, PBAT, Ecoworld, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,139.47306640625,1.2310677,29.003918073753244,19.249466180853755,92.78313092326991,73.9965576171875,1.8902715,31.570775397882773,2.24332031353814,93.42055964964035,360.2133203125,1.2657075,29.751534241593752,714.5587069214894,92.62377374167728,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.8, PBAT, Ecoworld, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,86.899375,1.9379327,36.130491191730876,4.112446211512389,93.26120246804774,73.9965576171875,1.8902715,31.570775397882773,2.24332031353814,93.42055964964035,360.2133203125,1.2657075,29.751534241593728,714.5587069214899,92.62377374167728,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.5, PBAT, Ecoworld, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,214.0778564453125,1.9763892,13.110471704823258,4.906517639189245,95.31927893671369,165.86885986328124,1.8902715,28.349797142891468,2.068453721319693,95.60935505523368,807.4453125,1.2657075,24.371305640035352,626.0499966968953,95.02920281819368,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.5, PBAT, Ecoworld, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,63.9747412109375,1.9763892,12.303318407932634,5.147893103581655,86.62694302193043,43.3454736328125,1.8902715,32.70066366265763,2.52578165109162,87.1480291066118,244.85044921875,1.2657075,30.715879685448577,866.6125900371795,86.10585693724907,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.5, PBAT, Ecoworld, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,121.2863671875,1.9763892,11.880769296434798,5.134529929874374,93.02216669565883,76.463134765625,1.8902715,31.570775397882773,2.24332031353814,93.42055964964035,444.2864453125,1.2657075,29.751534241593742,714.5587069214912,92.62377374167728,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.5, PBAT, Ecoworld, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,122.609951171875,1.9763892,11.880769296434798,5.134529929874375,93.02216669565883,61.3642578125,1.8902715,31.570775397882816,2.2433203135381397,93.42055964964035,243.67208984375,1.2657075,29.751534241593742,714.5587069214894,92.62377374167728,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PLA, Ingeo 4032D, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,43.77111328125,0.8524558,47.00394191254764,21.70330936806791,73.31817213500412,89.49162109375,0.68453914,44.52833500499682,382.5392152546402,94.60025407439502,67.0554736328125,10.224116,55.70904217084604,6.780982761843884,2.332749603409517,,,,,,,,,,
"""PBS, PBS TH803S, 0.2, PLA, Ingeo 4032D, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,54.54439453125,3.0934172,54.24855190047846,9.196934299110424,36.55556611259067,89.49162109375,0.68453914,44.52833500499684,382.5392152546399,94.60025407439502,67.0554736328125,10.224116,55.70904217084599,6.780982761843883,2.332749603409517,,,,,,,,,,
"""PBS, PBS TH803S, 0.8, PLA, Ingeo 4032D, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,70.5213330078125,0.7867579,42.81604257705604,82.73942742440032,92.06597393792941,89.49162109375,0.68453914,44.52833500499684,382.53921525463886,94.60025407439502,67.0554736328125,10.224116,55.70904217084609,6.780982761843888,2.332749603409517,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PLA, Ingeo 4032D, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,98.11625366210937,0.8524558,36.750816040268745,16.579045435103726,73.68773706978816,200.6022216796875,0.68453914,37.33618437204646,312.7566489659519,95.13794057803608,203.00615234375,10.224116,52.71939173447424,6.488773216584421,2.334058263813693,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PLA, Ingeo 4032D, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,25.64103759765625,0.8524558,55.15274460189285,26.241905291365985,69.88622305818096,54.865556640625,0.68453914,46.845888568317676,653.0324031688093,88.01343495935846,35.43606201171875,10.224116,58.66126133477048,7.65662983163278,2.331836319831202,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PLA, Ingeo 4032D, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,48.086806640625,0.8524558,47.00394191254758,21.70330936806791,73.31817213500412,118.828798828125,0.68453914,44.52833500499684,382.5392152546399,94.60025407439502,94.98166015625,10.224116,55.70904217084604,6.780982761843888,2.332749603409517,,,,,,,,,,
"""PBS, PBS TH803S, 0.5, PLA, Ingeo 4032D, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,41.6872216796875,0.8524558,47.00394191254756,21.70330936806791,73.31817213500412,83.02037109375,0.68453914,44.52833500499682,382.5392152546402,94.60025407439502,55.9266357421875,10.224116,55.70904217084604,6.780982761843888,2.332749603409517,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PCL, Capa™ 6500, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,33.35222412109375,2.9052343,45.795366622933905,20.960889889482367,71.76786850045342,67.0554736328125,10.224116,55.70904217084599,6.780982761843884,2.332749603409517,81.6016357421875,2.234554,41.26845464574721,647.2400107188969,91.49964680529364,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.2, PCL, Capa™ 6500, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,57.3953369140625,2.3944988,38.996448888420545,47.49733119446116,89.5854881226483,67.0554736328125,10.224116,55.70904217084604,6.780982761843886,2.332749603409517,81.6016357421875,2.234554,41.26845464574725,647.2400107188969,91.49964680529364,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.8, PCL, Capa™ 6500, 0.2"" temperature=25 rh=50 thickness=50",50,25,50,41.195517578125,6.1479735,54.19384166299367,7.563236870132193,35.93544465877039,67.0554736328125,10.224116,55.70904217084599,6.78098276184389,2.332749603409517,81.6016357421875,2.234554,41.26845464574721,647.240010718898,91.49964680529364,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PCL, Capa™ 6500, 0.5"" temperature=25 rh=50 thickness=20",20,25,50,74.76149291992188,2.9052343,28.926396482116278,17.717441028620755,73.91025303184809,203.00615234375,10.224116,52.719391734474314,6.488773216584421,2.334058263813693,182.91622314453124,2.234554,35.586776704924354,652.384920753942,95.58297250215595,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PCL, Capa™ 6500, 0.5"" temperature=25 rh=50 thickness=100",100,25,50,18.898277587890625,2.9052343,56.233509230530075,22.896556305404044,68.50369423180196,35.43606201171875,10.224116,58.66126133477048,7.6566298316327766,2.331836319831202,44.734287109375,2.234554,47.26370111444854,743.6106259043373,85.24837730660046,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PCL, Capa™ 6500, 0.5"" temperature=37 rh=50 thickness=50",50,37,50,35.44904296875,2.9052343,45.795366622933905,20.960889889482385,71.76786850045342,94.98166015625,10.224116,55.70904217084604,6.780982761843884,2.332749603409517,98.90140625,2.234554,41.26845464574721,647.2400107188975,91.49964680529364,,,,,,,,,,
"""PLA, Ingeo 4032D, 0.5, PCL, Capa™ 6500, 0.5"" temperature=25 rh=90 thickness=50",50,25,90,30.369443359375,2.9052343,45.795366622933905,20.960889889482385,71.76786850045342,55.9266357421875,10.224116,55.70904217084604,6.780982761843888,2.332749603409517,65.8703515625,2.234554,41.26845464574721,647.240010718898,91.49964680529364,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.5, PHA, PHACT A1000P, 0.5"" temperature=25 rh=50 thickness=50",50,25,50,215.4452734375,2.314986,19.34844147545026,5.22385828486816,94.37837620277872,73.9965576171875,1.8902715,31.570775397882773,2.24332031353814,93.42055964964035,436.4766796875,2.8213167,32.92754801868883,347.1846412389679,95.3361927559171,,,,,,,,,,
"""PHB, ENMAT™ Y1000P, 0.2, PHA, PHACT A1000P, 0.8"" temperature=25 rh=50 thickness=50",50,25,50,344.8983984375,2.1745212,32.350158657430725,13.92300547496019,94.95306613466175,73.9965576171875,1.8902715,31.570775397882816,2.2433203135381397,93.42055964964035,436.4766796875,2.8213167,32.92754801868883,347.1846412389679,95.3361927559171,,,,,,,,,,
