blend_id,blend_materials,blend_grades,blend_ratios,blend_input,thickness,ts,error,temperature,rh
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",20,10.49,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",40,13.49,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",60,18.44,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",80,19.57,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",100,20.53,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",120,24.9,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",140,25.94,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",160,31.61,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",180,33.05,,38,90
2,"[np.str_('PLA'), np.str_('PHB')]","['4032D', 'Biocycle 1000']","[0.043390690251106326, 0.9566093097488936]","PLA, 4032D, 0.043390690251106326, PHB, Biocycle 1000, 0.9566093097488936",200,33.9,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",20,9.71,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",40,14.79,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",60,17.73,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",80,20.9,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",100,24.59,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",120,31.33,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",140,32.15,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",160,37.74,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",180,40.87,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",200,40.84,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",20,12.86,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",40,15.46,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",60,17.91,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",80,19.83,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",100,24.38,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",120,29.87,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",140,29.71,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",160,30.64,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",180,31.35,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",200,33.89,,38,90
