blend_id,blend_materials,blend_grades,blend_ratios,blend_input,thickness,ts,error,temperature,rh
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",100,77.1,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",120,90.95,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",140,94.0,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",160,111.43,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",180,115.82,,38,90
3,"[np.str_('PHA'), np.str_('Bio-PE')]","['PHACT A1000P', ""I'm green STN7006""]","[0.9925584699353432, 0.007441530064656777]","PHA, PHACT A1000P, 0.9925584699353432, Bio-PE, I'm green STN7006, 0.007441530064656777",200,112.86,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",20,39.67,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",40,44.31,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",60,49.75,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",80,55.15,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",100,78.94,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",120,90.68,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",140,90.43,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",160,90.29,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",180,91.64,,38,90
4,"[np.str_('Bio-PE'), np.str_('PGA')]","[""I'm green STN7006"", 'Kuredux PGA']","[0.43092871633570157, 0.5690712836642985]","Bio-PE, I'm green STN7006, 0.43092871633570157, PGA, Kuredux PGA, 0.5690712836642985",200,95.27,,38,90
